Pathway	KO	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00169K00170K00172K00171K03737K01007K01006K01595K01958K01960K00024K01676K01677K01678K01679K00239K00240K00241K00242K00244K00245K00246K00247K01902K01903K14534K00626K00174K00175K00177K00176K00031K01681K01682K01962K02160K01961K01963K09709K05606K01847K01848K01849K15022K01938K01491K00297K00198K00196K00197K00194K00625K13788K15024K00925K01895	649.7692634094	887.2764812669	694.4634511804	955.0683631048	1530.2591351124	1181.7621507739	758.6584971512	1173.12889494	1060.8857327746	827.6901963645	1369.0095754239	983.4236805932001	3808.1939346364	1130.3306207401001	993.1830662579	928.0106408473999	1023.5306794104	856.0551839986	903.5010333979	993.8292656492	1281.41585714	1498.0623909697001	770.0124806764	796.8573003624999	1325.723409807	1365.9938643081	1259.7871888034	1413.6907146071999	869.7948837046	908.023851473	777.9625201463	586.6969034905001	1158.6275506821	1169.5417186424	826.9880713453	1020.3502050798	1208.0416577434	1375.0064915619	1135.5178024726	1030.2295511544
Cardiac muscle contraction [PATH:ko04260]	K00411K00412K02262K02256K02261	0.0	0.0	0.0	0.0	0.0	0.31654382319999996	0.0	0.205047769	0.0	0.0	0.0	0.1425565212	0.0879691842	0.0	0.0	0.0	0.0465881367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3594297646	0.0	0.0	0.0	0.0	0.0	0.0	0.112259957	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carotenoid biosynthesis [PATH:ko00906]	K02291K10027K10210K10212	0.0	0.0539527055	0.5393013427	0.0429643711	0.3005561286	0.1667466204	0.8965700375	1.3023789315	1.1567853694	1.9615307644	0.0	0.1924708319	0.1392129875	2.1643400045	0.6917684924	0.1298219781	0.4792830086	0.0	0.0	0.337666704	0.6934905403	0.2004781327	1.4732533324	0.0	6.5667826208	1.2672476144	0.0	0.4657946273	0.33125560600000004	0.2657349463	0.1552409668	0.0	0.0	0.2342318302	0.9634425243	1.043333923	1.1265911828	0.1220033843	0.1764597172	4.5383859106
Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]	K07637K07660K12975K12973K07806K10012K10011K13014K07264K12962K12963K19238K07643K07771K03760K19239K19226K19227K19228K19229K19230K06079K07640K07662K01448K19236K04771K03673K03767K13632K03585K18138K12340K00677K03367K03739K14188K03740K14205	116.1080422426	105.4040606962	102.1558516894	233.6027979013	591.6817962433	406.0010780274	87.7148856265	215.5074272873	147.1898759876	126.2382537485	266.243809095	147.1174532706	2664.5216188264	127.93517320909999	148.51271324569998	118.3302842984	170.3352518874	102.76248883539999	114.9460994062	244.571135107	198.3018873005	554.241085237	136.8948413021	150.817443776	309.5557263299	182.2420328597	283.5435878856	378.068424324	333.4030830342	171.5539963008	44.890552342999996	86.4987046339	187.6526371207	161.1012887985	146.2267333024	131.3849607901	394.1991367913	335.1535156584	237.1537366995	169.5783599174
Cell cycle - Caulobacter [PATH:ko04112]	K02313K02314K01338K03531K03589K03590K03588K02563K11749K03544K01358K02488K13590K02651	332.1164195223	405.1493788923	509.9847116797	588.4402458159	710.6429426618	595.5827998214	531.0518769581	894.5206278092	570.4800207080999	476.6156916439	720.1613707018	596.8499792769001	1731.5802115435001	1037.3170226386	610.8802012176	523.1241391152	505.6451910782	589.4706845241	655.5519612515	408.9013374421	1134.2284152565999	1009.7278600855	410.16920685270003	405.24772136	799.506690752	523.003124408	644.8286283643	757.2692775733	554.1657316762	474.2971624301	598.6138380477	302.0415290696	546.3070468099	630.3796374947	522.0236933876	479.2694154523	718.3342855665001	740.6713883701	444.7406257909	752.9602685294
Cell cycle [PATH:ko04110]	K04802	0.0	4.1617737917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cell growth	K06190K06287K07321K07322K15722K20073K22304K06317K06320K06328K06330K06333K06334K06346K06348K06351K06370K06373K06374K06378K06381K06384K06385K06387K06390K06391K06392K06393K06394K06395K06396K06397K06398K06400K06403K06404K06405K06406K06407K06408K06410K06411K06412K06415K06416K07257K06438K06295K06297K06298K06310K22718K22719	495.2993356226	397.1855927591	575.0087620106	646.8296681517	583.5060774012001	444.7249180007	1002.5074213117999	869.3416611077	545.1275431898	825.9186423918	489.6268668725	366.4794636647	819.8833195015	982.3609142542	766.1792570634	747.9095336736	411.2854406165	982.6091132449	757.3064828844	292.38827803419997	1250.9617529007	1597.9538375271	363.1785301904	487.45457783439997	419.894168908	463.6804727677	646.9885560695	523.3701325984	443.0891056937	720.1088778066	478.8257244984	485.804046016	374.534708143	618.8679344729	494.8998364785	596.6302762862	601.2042446916	680.2072888641	212.5910974455	496.2907153194
Cell motility	K07337K07343K08086K15540K15723K22720	5.8801129169	0.8608155056	7.6470136563	30.1551190824	74.2655422232	36.405316377800006	0.0	20.6804606359	2.9719486912	5.0281366809	11.1157868025	5.9284780365	415.3302912384	0.1156299915	4.9848711484	8.2481059924	5.793672377	4.9169668716	0.0837867854	2.4371988851	4.6707577984	77.2229581357	4.7585716986	8.5222010419	12.1634683303	6.1327609512	11.980148644300002	29.8300859545	39.6703833224	0.0	0.5059192223	0.2618897224	10.1165129302	2.5653100255999997	9.5608480569	1.324801355	49.704700569799996	24.8335376628	6.8696367772	2.7347400608
Central carbon metabolism in cancer [PATH:ko05230]	K00873K00161K00162K01425K00036K00844K00850K01834K00016K00031	176.79191028370002	256.1708252045	185.0982438422	348.40034403740003	364.9704560432	382.7550082817	217.5357221726	591.1214816874	355.1716638206	177.1496256537	469.7955976198	400.19027113059997	1078.3855881365	392.3493954903	407.2037754342	367.0809477563	302.6988303748	271.46706723	294.4232419776	292.6723406561	511.5033887561	452.9371327205	266.7853148359	249.0635752228	394.0656074629	328.0250295627	394.7822245334	532.637080217	316.5607440353	248.8930732595	332.6175119326	140.3162281239	324.0195105958	406.2179396033	231.4524824763	249.7415069585	455.7016641854	484.3608260451	337.7417640848	637.186732091
Chagas disease [PATH:ko05142]	K01354	0.8558654845	5.7140213711	0.9347316952	11.9944505795	10.5360486298	6.3955307893	0.0	2.4326862341	0.3933531579	0.742919518	4.0106212352	16.6326301136	67.7842700648	0.0	13.405541286	10.8083627223	0.9765345245	12.6227455595	0.0	7.7500906881	0.8004798613	12.9916234496	15.734330893	4.2171200681	1.9004315185	7.0680390313000006	1.3463731816	4.7296697526	5.7278582302	0.0	13.1278471694	0.0	3.6074472278	0.3645972607	21.4506027141	8.2923058679	17.5541280729	4.134208634	4.6249356453	0.552724177
Chaperones and folding catalysts [BR:ko03110]	K03694K03695K03696K03697K04086K03544K03667K04079K04043K04044K04045K04046K04077K03686K05516K05801K04082K04083K03687K13993K04080K04081K04762K04078K04797K04798K04771K03798K02108K07346K03071K06006K07803K19777K19778K09796K04651K04652K03533K23349K01361K14645K12373K03767K03768K03770K09569K03772K03773K03774K03775K07533K09578K03769K03771K03671K03672K05838K03674K03675K03676K07390K03673K03611K03981K04084K02199K03805	673.6677726795	731.0823439142	682.6399557858	1073.9091088715	1734.4014544317	1245.9142491583	698.2466629667	1693.2600096376	918.4209203877999	694.2016777628	1155.7947296519	1232.4210898083	5760.978042586	1414.2200152038	1003.1718734255	795.3112199487	906.0260629221	751.4905101248	916.2249841049	894.2432806094	1461.1514699795	1610.0544686751	840.3094540209	693.9324970301	1366.8411875534	987.3808793718999	1062.4340985933	1470.874865954	1262.8981151574	778.492020366	905.5654584958	602.9110865353	1012.5880730839	928.936782794	949.1905975233	715.3522972711	1492.166080464	1297.0756601796	970.4613371606	1259.067611729
Chemical carcinogenesis [PATH:ko05204]	K00799K00121	4.6627013126	0.9236894680000001	4.8061986017	17.9968600198	50.3710048565	27.206139055500003	0.1262897061	12.1585777919	2.1720069023999997	2.8696424642	6.961454173	4.0002704652	306.8865662541	0.3196679764	3.0491041788	5.9783099015	2.6447954988999998	2.2999835038	0.3659640587	1.4724280619	3.3707608542000003	43.5651969004	4.8527166133	5.488771504	7.6831453432	4.3909836823	7.718455023700001	23.867700815499997	29.513484411199997	0.0	0.0590239093	0.2917415976	3.4083693567999997	1.2291820131	6.6827122077	0.1893586518	32.1803337263	17.0018036809	5.9881382400000005	1.0441421956
Chloroalkane and chloroalkene degradation [PATH:ko00625]	K01563K13953K13954K00001K00121K04072K00128K02588K02586K01560	22.1323577121	23.0968149885	23.596852859800002	44.8819293912	82.5372505097	72.2893193316	16.643137619	26.4279450569	40.889766911500004	52.2006716536	29.397823794	41.7371247202	325.9442018571	42.2300547776	62.4362084782	52.823422974699994	26.690419946	36.4378293454	31.8581761503	27.6827681714	32.4588212664	76.0299720973	46.3236463073	33.2930045675	52.9190509922	29.7711714572	33.1295532066	43.880490360799996	57.361904657	15.587847377500001	49.805075047399995	28.7164035127	22.563022943599996	17.7636244808	64.09517275409999	47.8152412571	76.0241854403	27.9548944128	26.1851292277	84.67834308479999
Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]	K01563K03381K01061K01856K07104K01560	4.2358161891	5.6522026639	8.7045938737	9.035658399999999	30.3084664752	25.8922804657	6.5529704855999995	5.4498832265	24.9567236801	22.07236391	7.7544938986	7.4803129933	90.3882203688	6.727681024299999	13.6886371665	21.8595696762	4.665456933	3.3353516099	10.0699403315	1.0531718815	8.7391544822	27.5031940239	5.9874987027	15.722238770899999	9.1841541565	4.2305104791999995	12.8156829601	17.5001305137	18.3178182103	6.547968864	11.3881573926	2.3824820006	8.3146863123	1.3714495717	8.205619971800001	2.3769799066	20.797232281600003	9.5783222868	3.8114113455	6.382946403599999
Cholesterol metabolism [PATH:ko04979]	K05770	2.0124527543	10.4945534797	0.5584864407	5.0415706016	7.7470960648	24.1524883358	0.9205290118	2.5853027524	11.3991176957	4.8213929598	20.0438978431	6.2652688808	13.6144974815	0.2458966907	12.8758084663	0.7122748562	16.6867589021	0.5676057686	7.7371970117	6.9900343728	1.0059389571	0.7332889504	3.7691059589	2.8726269041	1.6943261186999998	6.2489720927	17.5833401448	20.8166309132	7.1865891231	16.2514797217	0.1727529052	2.2331448134	19.8373937598	15.8585440469	1.7920184706	9.2200993109	7.3960664159	14.5165143074	8.0345693985	2.4632160311
Choline metabolism in cancer [PATH:ko05231]	K00968K00901	34.3720144065	29.8680638102	31.2252110149	30.2342081021	33.1826319708	38.5904065768	60.913146681	26.5493375564	18.1688540109	35.364804102600004	50.630256149	13.2466772495	107.2959388753	8.787567812499999	44.2567448425	34.424526858600004	37.196756951	72.67813456100001	45.6695349565	19.1074219671	66.3662621869	158.599555416	32.7171556823	26.0556301436	23.3962414331	33.3964837722	47.5546597064	43.8405024507	23.2238573907	40.652642291700005	9.291442141600001	17.0540110434	11.0033711123	53.6894322001	8.8044476531	38.7553529475	27.2801942846	64.2711414358	11.9880605294	8.3841207022
Chromosome and associated proteins [BR:ko03036]	K11253K07739K00558K03685K13990K01623K07192K03746K11685K05787K03530K04764K05788K05516K18997K05804K02313K12961K11940K04047K03557K03666K05596K03719K06899K03632K03804K03633K03529K05896K06024K03590K05589K13052K09812K03587K03466K03586K03591K03589K03588K09811K03531K03528K09888K09892K18657K18778K06916K01448K03585K06286K03610K03609K03608K04074K13053K09772K05501K03645K03569K03570K03571K05837K03496K03497K02621K02622K03495K03501K04094K03733K04763K02499K03593K04095K03978	840.436809013	1009.9736354633	963.5564410933	1571.786366456	2154.4271415099	1734.7622569473	1197.7894096899	2241.5998680659	1422.7663065554	1156.7764304475	1791.8808274756	1565.4845828025	6893.0464914917	2215.7230915249	1562.6979762177	1440.5431356359	1161.5377156534	1162.6814770378	1470.8753608262	1292.0641000866	2521.6155165627	2669.1331537966	1076.1010078236	1021.2267806328	2091.9723879963	1282.2182614434	1611.1914037267	1934.4391549089	1607.8476138409	1103.9496862894	1520.3440923858	711.4908707316999	1631.8423887742	1322.5521460846	1453.0615573847	1172.6731088501	2185.0123085699	1817.8999855266	1246.273882076	1952.9535460579
Citrate cycle (TCA cycle) [PATH:ko00020]	K01647K05942K01681K01682K00031K00030K00164K00658K00382K00174K00175K00177K00176K01902K01903K18118K00239K00240K00241K00242K00244K00245K00246K00247K01676K01677K01678K01679K00024K00116K01958K01960K01610K01596K00163K00161K00162K00627K00169K00170K00172K00171K03737	395.8418243453	602.7126349952999	353.66793221250003	573.1645774155	1054.5686517294	801.653642095	347.81008524059996	704.9311327718	672.6059375815	385.8435668412	868.6635489289	656.7518352246	2793.7759613756	564.0980380936	484.23302019380003	352.8399464712	706.0760312131999	417.5139301997	447.67354900320004	741.362866761	566.4252938012	672.2038586988	471.6804285103	498.6338230556	753.617139586	919.2464992312999	776.8805908481	930.0302058798	534.7278403698	516.5329832333	407.5698390118	336.0222638549	779.2828019745	743.3864254294	457.2507986116	616.9236235314	743.9939999482	890.7514880890001	857.4453471596	577.7318503038
Cofactor metabolism	K02173K02498K02859K03688K03690K03753K12942	40.6150428479	37.3734372412	49.4087692121	93.24332305189999	106.6993466153	57.3074041203	92.9891742861	118.4354286206	30.0724406523	58.022345285099995	61.742330234300006	67.479207139	583.9875732771	58.1421917593	113.01201533609999	99.1066271259	30.9757820308	95.8319617828	71.9637824686	17.5380813317	136.66744294359998	242.6241638219	40.760799754800004	39.968741864100004	35.002791399399996	48.013309478800004	47.8976503443	91.4606985354	117.9124915006	35.9949889241	95.9012488734	21.1076347893	28.28363776	56.193113520000004	57.6684757387	56.5770493405	180.7571060713	86.6125728737	21.354525420399998	106.07526289719999
Colorectal cancer [PATH:ko05210]	K08738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.124010333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coronavirus disease - COVID-19 [PATH:ko05171]	K02984K02987K02991K02995K02962K02974K02978K02979K02930K02936K02875K02889K02896K02908K02915K02922K02921K02924K02927K02929	0.0	220.89812645770002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cushing syndrome [PATH:ko04934]	K01679	1.1758833239	0.2755471628	1.3776876301	4.6052831805	11.4158576614	4.1320785561	0.2209387287999999	3.2972694617	3.7024494941	0.7943015089000001	1.6491470566	1.9950962764	76.17417924659999	0.6579859307	1.4485299745	1.3150112161	0.6258542648	1.2096240535	3.9044100459	2.2110757086	5.4338131402	9.9061562947	1.4127322162	1.1554826165	2.8399674012	1.0854679369	2.7795599616	5.3749472811	8.4451824358	0.0	0.1123861913	0.9487347	2.6151272852	0.8343837668	1.5604224832	0.3501442718	8.270965897	3.4718892609	1.8611831912	29.1850271056
Cyanoamino acid metabolism [PATH:ko00460]	K05349K05350K00681K01424K13051K01914K00600K01455	119.7639469531	202.5951252724	134.2159091918	194.4634244126	410.0741325577	272.4577145539	104.2485497744	284.3628847522	259.8478037251	172.6106226414	284.4897055405	242.715699539	726.7291026153	308.03106725680004	128.7151780747	118.0002013851	270.6267740894	127.386562598	192.6639854403	249.1033657003	297.08580768859997	192.14070746069999	222.3962105822	191.0438275308	268.9216582082	260.5248137849	303.852045899	256.53986851999997	225.3734110891	222.8693025208	238.9457562213	159.384855872	278.2431719432	244.51538240829998	199.8412051256	213.9094761974	251.70904212969998	286.0764053474	284.1034794575	174.0726596525
Cysteine and methionine metabolism [PATH:ko00270]	K00640K23304K01738K01760K14155K01697K00547K00548K00549K00789K01611K00797K22956K01243K18284K00899K12960K08963K08964K09880K08967K00832K08969K00558K01251K17462K07173K00928K12524K12525K00133K00003K00651K00641K01739K01740K00826K01919K01920K00812K00813K11358K01011K00016K09758K05396K00024K16845K16846K01752K12339K00058K00831K08968K01761	595.5878258224	692.8147967707	780.7126772773	1083.2594093098	1566.5834537727	1136.9539666241	655.8822276025	1884.1967250872	1162.7681638801	579.7318948442	1187.3614586533	1298.0379950563	4228.7751824707	2391.1835965541	1015.8571275094	795.6686587115	949.6509238543	639.659815625	1002.4463084322999	847.036380093	1986.3846457085	1187.0939455607	708.5669737292	728.0113136382	1451.9768709747	995.6108689336	980.4939384761	1499.388976509	1134.5728597042	752.9481745036001	1180.9145089717	507.73608825869997	1090.4851337931	1002.9877836128001	1260.840265978	855.6758669022	1518.8702812553001	1228.4096844312	1068.1107505097	1508.058994686
Cytochrome P450 [BR:ko00199]	K15629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0356777461	0.0	0.0	0.0
Cytoskeleton proteins [BR:ko04812]	K06990K03569K18640K03531K03590K03610K03609K03608K03496K03497	247.71374516219998	275.727822282	335.66007343800004	372.02446988500003	417.8439833906	341.1126739996	356.5398146665	563.6356780275	343.94228166920004	363.4375250947	423.3825014744	378.6525481469	926.360197295	758.7336467502	380.3934199453	381.1261497209	275.2436063053	374.1843485992	380.2616509899	263.4988568297	810.1346337051999	789.2382002815999	298.2499269867	259.1294266611	394.0703699001	317.99489855400003	376.9931440066	379.3760859437	377.65973448299997	308.1026395099	494.2223846322	243.6921274549	466.2842356789	356.41128094379997	360.9136859518	253.79410284210002	487.9161700789	418.7525869775	230.5956467661	497.5729481715
D-Alanine metabolism [PATH:ko00473]	K01775K01921K00824K03367K14188	62.229648421099995	65.0166771849	63.6004915587	121.1629479269	151.7401041188	97.77267145839998	56.4196004377	259.9759012374	132.0434011456	50.215105225500004	94.4904217011	167.8571249032	477.90470639399996	325.0396642676	141.016809933	122.58184626039998	72.3651273309	74.1552575466	113.2577978695	106.1467980178	256.2845015	106.6621457405	76.4510429921	70.1825289814	209.3952271859	67.8315234265	67.8293070851	144.6829711297	172.49851640589998	72.7622014896	133.5238048681	41.823785876399995	69.10925981599999	89.0432196534	165.66749633729998	68.4276198253	203.40705610319998	103.036411891	84.6312726786	179.94416052809999
D-Arginine and D-ornithine metabolism [PATH:ko00472]	K00824K17898K17899K21672K21898K19746K19744	7.2961021993	2.6480311907	6.974773194600001	11.5786261033	6.294114673199999	3.1466550496	3.9512878384000003	40.0597213911	11.540802151600001	10.4930359993	5.6966359972000005	9.116345651	22.543913068400002	13.4985918686	19.7944650684	26.295087971999997	4.4577891211	5.257507008800001	6.6518615291000005	4.329023404	24.4369033544	3.1556080689	2.3655311685	5.8796633278	5.3688624198	5.6627966673	2.7458829456	13.655900712100001	8.0140877424	3.4699930787	12.522373037300001	3.3725400369	6.024188687499999	10.09958528	1.5152328298	17.2240334771	21.095086405700002	3.7794675909000004	5.1506405198	64.9271180659
D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K01425K23265K00261K01776K01924K01925K23170	114.550054113	147.5530691757	210.4887794495	241.37854381719998	277.8383305264	239.2111152663	150.90480906969998	335.76000089369995	265.7076656007	192.81339214509998	279.41094470630003	234.77984538089999	713.7508388875001	279.177342616	250.67573696030001	223.5060579675	189.66368039169998	184.63047351010002	247.8756739165	192.01432424360002	314.2669988944	269.2301362229	196.3345897215	176.5064539674	298.4147045078	212.7327155512	248.3402145939	312.403210343	235.52806005509998	201.26812143770002	270.2013776429	119.18813246490001	223.4608121883	220.1236690222	233.9106123284	197.3632605256	357.004303274	247.1923269396	176.37964087059999	277.8692505705
DNA repair and recombination proteins [BR:ko03400]	K00567K01669K03648K03652K03575K03660K10773K04802K04799K10747K10843K10580K03574K17816K01520K10778K13530K13531K03919K03649K21929K01247K13529K01246K10563K05522K01142K01151K05982K07462K01972K02335K03701K03702K03703K05984K03657K03043K03046K03040K03048K03060K03723K03555K07456K03572K03573K01141K03601K03602K10857K02337K03763K02338K02339K02340K02341K02342K02343K02344K02345K03111K06223K07458K03582K03583K03581K03553K03550K03551K01159K01160K04066K02686K04067K02317K03546K03547K04485K03629K03655K03584K06187K03631K03700K03554K16898K16899K15342K19789K04483K04484K10979K02469K02470K03168K05787K03530K10906K07455K03557K04764K05788K03654K03746K02346K03502K03503K01356K02336K14161K14162K14623K12149K03565K03656K03658K03722K03724K23258K01554K00525K00526K06881	2058.7955364064	2220.4559060376	2414.5210860447	3527.0270966953	4386.4435857053	3191.0893567699	2214.9995580198	5865.8036862094	3334.4662222282	2503.904240732	3535.443810476	3692.1230463758	12382.5946423531	5602.0594970923	3462.2641818403	3192.2237127126	2541.6181072803	2613.2873338636	3330.678827202	2694.7943126233	5309.6283994066	4183.7624672825	2363.6150848403	2218.1002157155	4091.1361397851	2944.394446441	2959.276848437	4231.3643121005	3458.9988143793	2435.0481829419	3737.329644109	1763.5675647743	3092.2220334485	3077.9620130012	3374.584752508	2852.4487961623	4926.5332227432	3579.3414573156	2654.8064504094	4858.616136771
DNA replication [PATH:ko03030]	K02345K02342K02337K03763K02343K02341K02340K02344K02339K02338K02314K02316K03111K03469K03470K03471K02335K01972K02323K02322K02683K04802K04801K04799K10747	346.2600344514	434.5619374733	355.0643499764	637.2378244869	740.4808631361	577.6713864067	382.5669220379	1042.4348405308	556.2871016138	420.9703331783	579.2026572851	694.3395567943	2280.9435445238	961.4064344099	615.2530101539	538.2421784802	410.3097557865	442.4821919781	594.3838033835	464.6359943412	924.4524749916	842.9510354992	393.3902276928	375.8692730217	741.7695653234999	445.6650998483	492.5324665091	729.7894524833	654.9808400884999	444.7550904778	698.0482453053	276.4062190751	474.8084460911	496.4496855222	533.8289179698	469.4549066908	852.7564972468999	629.130754119	403.0459740259	783.6181828952
DNA replication proteins [BR:ko03032]	K03469K04802K04799K10747K00558K11130K05787K03530K04764K05788K02313K02314K02315K02316K03346K11144K03111K02683K02337K03763K02338K02339K02340K02341K02342K02343K02344K02345K03470K03471K02335K01972K02322K02323K04801K10748K06223K03645K10763K02469K02470K02621K02622K03166K03167K03168K03169	739.7882903667	870.3538886988	731.8531193824	1191.7035094579	1513.7749469551	1117.5711525065	819.2540694722001	1930.1849330339	1133.5091053905999	755.0490505264	1195.9012086208	1394.3574273477	4308.6780691969	1912.936172269	1157.6623657717	1027.8176487909	844.3852749167	973.7849739583	1121.3829883324	1042.270562928	2070.5589320634	1842.8159637385	773.3761930664	784.6787124066	1470.6803373257	973.36653028	1015.2350524809	1412.1136685026	1186.8918391163	872.9740349918	1181.3277649022	586.6723290817	1013.8928816486	977.7307384536	1094.4210293372	883.5539419397	1627.7001948316	1310.0042896184	957.2766447665	1460.9265726402
Dioxin degradation [PATH:ko00621]	K01821K00480K02554K01666K04073	9.4005160008	30.038078514000002	5.2816827045	23.269685900400003	79.854152671	41.112037343699996	0.6137419777	14.333918845100001	3.3191609067	15.2756487208	15.2870912663	22.7529495215	349.75928899539997	23.2396522115	20.798234499	9.8340429953	31.5464201909	4.2995556498	8.1066497738	9.3461984784	6.044241813	84.7628922514	4.9944091566	14.035847540099999	71.3773928141	14.6318909873	10.0640564734	23.740745288	48.8685371988	13.8726973739	3.4706472607	5.276598147	8.1416750172	36.5545028919	27.5733188239	19.153745869700003	50.1823909088	31.8744315533	10.116034839300001	20.8796334891
Drug metabolism - cytochrome P450 [PATH:ko00982]	K00799K00121K13953K00001	5.9529371975	4.8805066312	6.1221818228	25.7856548142	61.182151947	33.817149159500005	0.6526308268000001	14.8099191401	7.7860096072	4.5461708575	11.0662378667	13.3092736453	381.2550878287	1.7349059684	16.9904964299	14.1870538285	4.6975669437	10.370053717600001	6.1918401849	6.4488018062000005	8.390614600200001	66.0081460446	7.8347789951	9.0223312277	16.4240591276	6.8727652492	9.3308798473	29.396174404	37.000318954899996	0.1750359518	7.6804605335	0.2917415976	9.5366801578	1.6106500572	17.4918076336	4.6639189750000005	48.8627561702	21.8808404593	9.825848242300001	57.2604561819
Drug metabolism - other enzymes [PATH:ko00983]	K00760K00088K01951K01195K01489K00758K01464K00757K00876K00857K00940K01520K03782K00799	245.45573262160002	287.3525635482	276.0031501129	363.1212039696	628.3176748221	493.352086477	217.7411676358	480.4369586333	451.4775543864	327.1359269315	495.96973212430004	387.907858937	1669.1118820536	462.2411579604	343.24073065330003	326.8923080039	379.6774310556	258.6680123882	360.4422211967	322.6106569854	486.2423279028	451.441821501	317.2467548026	324.4701537176	581.7314318543	458.8401526489	488.05612128629997	583.9046528721	400.5471597591	345.8585296796	280.5372469397	233.6520108958	452.54948091299997	389.9481763096	339.50822387019997	354.7244717831	516.1057080667999	495.8668371874	428.9993704362	514.0228835653
EGFR tyrosine kinase inhibitor resistance [PATH:ko01521]	K02991	0.0	4.2501995622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Energy metabolism	K02379K02381K04755K05337K05524K11107K03612K03613K03617K05796K06205K03840K12143K04488K13795K15536K15827K15828K15829K15830K15831K15832K04748K12264K02570K02572K02585K02587K04016K04017K04018K16885K03839K14086K14087K14088K02569K02573K02574K03521K03855K04013K04014K04015K19345K21739K23077	176.6879937668	187.0036266464	187.0176974485	374.0389908157	793.8384635773	483.9913757323	146.1716321035	329.2565403706	357.4127711265	288.3283811251	308.6420899719	225.4243464019	2928.221391107	313.65699493	240.3630612405	241.9222377539	245.40258991759998	198.1520944091	211.9113035082	264.2295367598	282.9495833299	605.8139027524	201.1233752211	246.5264520641	370.47157364279997	322.8699254184	346.1778171958	512.626160146	419.90336933919997	288.3859816166	133.3010152072	160.7263128255	310.1465602956	304.5476285104	244.9275476549	208.7473327075	524.879531269	403.57003875690003	321.2122504235	273.1795827298
