"","Variable","Feature","N1","N2","Mean1","Mean2","Beta","SE","P","FDR","FC","FC_lower","FC_upper"
"Lotus","Group","Lotus",20,20,15.813,7.988,0.132216611465082,0.0472555297020836,0.00803161455460746,0.0230036723703591,1.09597630795217,1.02782580120126,1.16864556833328
"Sophritavirus","Group","Sophritavirus",14,6,0.1015,0.009,-0.0894462542266162,0.0319969501987216,0.00808201713178712,0.0231266584408202,0.939883432930099,0.89990194937679,0.981641242257822
"Paraphotobacterium","Group","Paraphotobacterium",20,20,0.39,0.23,-0.0677208799809856,0.0242375860197929,0.00811137185755115,0.0231892448215415,0.954144132153317,0.923237321995646,0.986085596014174
"Phytohabitans","Group","Phytohabitans",20,20,4.501,1.734,0.208881968446419,0.074828677716299,0.00816492300184134,0.0233208261591763,1.15579214358821,1.04406950718708,1.27946987244103
"Paraneptunicella","Group","Paraneptunicella",20,20,0.3815,0.2655,-0.0907033158419691,0.0325082998120492,0.00819231390902558,0.0233775145525509,0.93906484218933,0.898493776876285,0.981467874938318
"Svornostia","Group","Svornostia",20,20,2.503,0.8885,0.166668646206874,0.0597804964617116,0.00823739223841127,0.0234845248820943,1.12246358845488,1.03490538218451,1.21742965984727
"Culoivirus","Group","Culoivirus",14,12,0.251,5.319,-0.362358702340139,0.130016206065705,0.00825810000130841,0.0235219227059327,0.777891742550521,0.651939292185753,0.928177777258246
"Proteiniclasticum","Group","Proteiniclasticum",20,20,10.753,5.688,0.160933675136054,0.0578019708079166,0.00831739040011125,0.0236690476124378,1.11801045161014,1.03357409196522,1.20934471909302
"Pseudonocardia","Group","Pseudonocardia",20,20,14.81,5.5945,0.248830299146355,0.0893844109940822,0.00832594039144635,0.023671641534947,1.18824332654438,1.05236622615577,1.34166430657407
"Micavibrio","Group","Micavibrio",20,20,0.5685,0.3195,-0.052364451732053,0.0188133487702081,0.00833561795959751,0.02367743359926,0.964354539829773,0.940018714750453,0.989320386815039
"Evansella","Group","Evansella",20,20,3.0465,1.552,0.104603097937216,0.0376337901285903,0.00841825720278691,0.023890273874942,1.07519855022954,1.02160739217606,1.13160097633327
"Malaciobacter","Group","Malaciobacter",20,20,3.879,1.4085,0.164782302084106,0.0592929547500388,0.00842638176473791,0.0238914520484197,1.12099691053471,1.03423792281136,1.21503383864755
"Biavirus","Group","Biavirus",20,18,0.223,0.277,-0.131737684975297,0.0475143814024276,0.00856789391025169,0.0242704782704479,0.912731428950507,0.855674574119872,0.973592866483057
"Methylophilus","Group","Methylophilus",20,20,2.0955,0.8205,0.116939889216001,0.0422069811277874,0.00861068295428275,0.0243694123062304,1.08443222436029,1.02399892884449,1.1484321087699
"Candidatus Gullanella","Group","Candidatus Gullanella",20,18,0.3435,0.2585,-0.0934427081703114,0.0337335824148681,0.00862403797458002,0.0243849394919922,0.937283435728575,0.895297752844072,0.981238069793485
"Haloprofundus","Group","Haloprofundus",20,20,2.0325,0.7115,0.130385300953288,0.0470847532699331,0.00864290370581785,0.0244160060021235,1.09458599360394,1.02676013252614,1.16689230467704
"Cuniculiplasma","Group","Cuniculiplasma",19,12,0.1185,0.0395,-0.0967977706190403,0.0349915689791259,0.00870569568319183,0.0245709935539267,0.935106266828976,0.89169285000799,0.980633331595055
"Pirellulimonas","Group","Pirellulimonas",20,20,1.7745,0.7325,0.0995896446308926,0.0360255410705242,0.00874785108301529,0.0246675072850449,1.07146865421608,1.02029022081442,1.12521423174205
"Thalassobaculum","Group","Thalassobaculum",20,20,2.6975,1.331,0.111667127733676,0.0404030951608441,0.00876102242405417,0.0246821895383126,1.08047607560159,1.02276667667716,1.14144171546557
"Candidatus Bealeia","Group","Candidatus Bealeia",19,18,0.155,0.1275,-0.106186856226318,0.0384566005623254,0.00881941931265691,0.0248241420980234,0.929040338206704,0.881747940871852,0.978869255041069
"Pseudobutyrivibrio","Group","Pseudobutyrivibrio",20,20,56.176,29.105,0.189003735931187,0.0685069227499229,0.00887140583787135,0.0249478100649395,1.13997622471526,1.03866481975677,1.2511695478628
"Celerinatantimonas","Group","Celerinatantimonas",20,20,0.2565,0.21,-0.108474137457254,0.0393730443937501,0.00895889479216367,0.0251710017778016,0.927568583701972,0.879255704813341,0.978536133187256
"Pleomorphomonas","Group","Pleomorphomonas",20,20,5.453,2.326,0.202443232442196,0.0736769844360483,0.00912687533218978,0.0256085840354396,1.15064534643501,1.04104782240159,1.27178087767212
"Murdochiella","Group","Murdochiella",20,20,15.4835,7.392,0.187031870059691,0.0680727823419442,0.00913116662121998,0.0256085840354396,1.13841917720762,1.0378581074623,1.24872389945766
"Cannabis","Group","Cannabis",20,20,16.6545,9.7575,0.111960925286864,0.0407575726504876,0.00914346741987751,0.025619896504702,1.08069613149915,1.02248245147912,1.14222413005499
"Natribaculum","Group","Natribaculum",19,16,0.31,0.1355,-0.0631377453530673,0.0229904538687181,0.00916058088250746,0.0256446613865317,0.957180064382595,0.927745475408058,0.987548524824109
"Virgibacillus","Group","Virgibacillus",20,20,13.9695,7.9855,0.122200130430835,0.0445059437872128,0.00917348936381634,0.025657620522082,1.08839341296353,1.02453443919245,1.15623270049967
"Limnochorda","Group","Limnochorda",20,20,5.1575,2.2715,0.168918169507371,0.0615520714637201,0.00920586521818835,0.0257249560966327,1.12421515583981,1.03402861433939,1.22226764239728
"Kanagawavirus","Group","Kanagawavirus",19,16,0.141,0.031,-0.0790592888465984,0.028817647369924,0.00922641679479202,0.025759158240595,0.946674725990399,0.910327849325952,0.984472833048642
"Bermanella","Group","Bermanella",20,20,0.283,0.1875,-0.0914621075414431,0.0333468550768993,0.00924238244323636,0.0257805069231228,0.938571066835156,0.896998859861533,0.982069974577301
"Arenimonas","Group","Arenimonas",20,20,0.3085,0.1705,-0.0773450680996978,0.0282347656076661,0.00932217720805137,0.0259797006904237,0.947800240329058,0.912132168044907,0.984863079101046
"Sphaerotilus","Group","Sphaerotilus",20,20,4.4145,2.0105,0.178505761437004,0.065367437631693,0.00952598662366333,0.0265238387661569,1.13171113401815,1.03554165218329,1.23681175755734
"Kozakia","Group","Kozakia",20,20,0.6,0.456,-0.0847601560860613,0.0310461794411028,0.0095422253406647,0.0265452031694075,0.942941284173223,0.903996650461507,0.983563672436535
"Replylivirus","Group","Replylivirus",12,10,0.116,0.1005,-0.12559044810498,0.0460180943842403,0.00956583669293457,0.0265723799431638,0.91662882009668,0.861076957282235,0.975764577981195
"Thalassoglobus","Group","Thalassoglobus",19,17,0.262,0.1725,-0.0900753547894156,0.0330065225726711,0.00956914360005513,0.0265723799431638,0.93947367738109,0.898276726728762,0.982560010995873
"Laribacter","Group","Laribacter",20,20,4.3065,1.574,0.200101959735584,0.0733481709941117,0.00959106448118451,0.026609408081639,1.14877953994324,1.03982413353596,1.26915156979915
"Actinocatenispora","Group","Actinocatenispora",20,20,2.6015,0.9875,0.154956967674338,0.0568564367711821,0.00965677385232842,0.0267677479144595,1.11338840787878,1.03062418414148,1.20279900847803
"Lebriduvirus","Group","Lebriduvirus",2,7,0.0055,0.916,-0.209650747793064,0.0770640141613928,0.0097777338247969,0.0270788178043303,0.864746546567076,0.77878866125094,0.960191932684975
"Aromatoleum","Group","Aromatoleum",20,20,2.7195,1.128,0.128802443064479,0.0473987956576165,0.00985336016998513,0.0272638956846285,1.09338572332953,1.02519674527243,1.16611015933645
"Thioalkalivibrio","Group","Thioalkalivibrio",20,20,5.3625,2.1555,0.201529714494623,0.0743425265749213,0.010018420104772,0.0276958821629692,1.14991698567611,1.03944855871568,1.27212555432301
"Lichenihabitans","Group","Lichenihabitans",20,20,1.765,0.7,0.109115644910686,0.0402879826113288,0.0100800216296028,0.0278413431641168,1.07856688501171,1.02111913660705,1.13924662043772
"Sphingomicrobium","Group","Sphingomicrobium",20,20,2.7685,0.793,0.189340860838653,0.0699335820909287,0.0101042408406005,0.0278833858993953,1.14024264227034,1.03689588494355,1.25388990556408
"Methanolacinia","Group","Methanolacinia",20,18,0.2375,0.1825,-0.100847739750706,0.0373198214512538,0.0102367922374304,0.028200564955315,0.932484894545635,0.886385023192949,0.980982367485811
"Metallosphaera","Group","Metallosphaera",17,18,0.21,0.177,-0.125465774785848,0.0464328988640902,0.0102411384808064,0.028200564955315,0.916708035795178,0.860666215372479,0.976398989389591
"Kehishuvirus","Group","Kehishuvirus",12,12,0.09,1.769,-0.250627999956437,0.0927605770720209,0.0102464782638544,0.028200564955315,0.840530455728268,0.741008126233123,0.953419297299995
"Herbaspirillum","Group","Herbaspirillum",20,20,11.677,6.203,0.128829472199133,0.0477058203320659,0.0102821482202605,0.0282736267387642,1.09340620828716,1.02478840988796,1.16661851830626
"Gottschalkia","Group","Gottschalkia",20,20,4.5905,2.0645,0.185571222713383,0.0687803771426229,0.0103462205712639,0.0284245900269033,1.13726717527594,1.03581164535816,1.24866005683195
"Acetobacterium","Group","Acetobacterium",20,20,22.104,13.324,0.108065607050816,0.040097090358098,0.0104225583651209,0.0286089533866339,1.07778215644174,1.02064086394736,1.13812254415489
"Nanchangia","Group","Nanchangia",20,19,0.432,0.2775,-0.0761943396497179,0.0283093389769548,0.0105173457856722,0.0288435881325647,0.948556530296698,0.912767517020401,0.985748807216153
"Chlorovirus","Group","Chlorovirus",14,9,0.19,0.064,-0.0861123650954904,0.0320176517260555,0.0105692755891376,0.0289603758185122,0.942057898350671,0.90195854827877,0.98393998874834
"Schaalia","Group","Schaalia",20,20,241.2515,384.2825,-0.376265546926178,0.139936997358207,0.0105880255843309,0.0289861230440296,0.770429287701353,0.637040914214521,0.931747512763575
"Candidatus Doolittlea","Group","Candidatus Doolittlea",16,17,0.1315,0.063,-0.105521596680727,0.0392753009826126,0.0106440434251196,0.0291100266851119,0.929468838656739,0.881173988336912,0.980410603885863
"Novisyntrophococcus","Group","Novisyntrophococcus",20,20,108.013,58.6445,0.196336272966636,0.0730848456949832,0.0106520717202055,0.0291100266851119,1.14578493403917,1.0374846385203,1.2653904128581
"Candidatus Westeberhardia","Group","Candidatus Westeberhardia",16,13,0.15,0.027,-0.0899052196500905,0.033477069396718,0.010674507676638,0.029145638140882,0.939584474816131,0.897808539945965,0.983304285976872
"Alteriqipengyuania","Group","Alteriqipengyuania",20,19,0.377,0.2425,-0.081193942007506,0.0302487184135284,0.0107110869702882,0.0292197698247562,0.945275034549958,0.90721636496073,0.984930304891604
"Jiangella","Group","Jiangella",20,20,6.208,2.1305,0.223025957287257,0.0831477149102338,0.0107628604816012,0.0292962216281928,1.16717910177328,1.04250654133362,1.30676115842262
"Agreia","Group","Agreia",20,20,0.3635,0.348,-0.104978491116015,0.0391398455264148,0.010766835956146,0.0292962216281928,0.929818805013152,0.881668005051735,0.980599279096393
"Temperatibacter","Group","Temperatibacter",20,19,0.345,0.22,-0.073222872640704,0.0273004222640075,0.0107674722279805,0.0292962216281928,0.950512251387358,0.915904002343205,0.986428203966857
"Levilactobacillus","Group","Levilactobacillus",20,20,10.83,5.256,0.180156138258698,0.0672023570810984,0.0108029648413235,0.0293670070554927,1.13300650032144,1.03414574171972,1.24131800575412
"Candidatus Endolissoclinum","Group","Candidatus Endolissoclinum",19,20,0.269,0.3635,-0.140346372530793,0.0523708888562423,0.0108285866226635,0.0294108588463052,0.907301297789256,0.844990300007754,0.974207212748494
"Photobacterium","Group","Photobacterium",20,20,13.458,7.6765,0.117178802548783,0.0437515211194364,0.0108713657295412,0.0294870328076434,1.0846118234878,1.02202169478497,1.15103506476645
"Serinicoccus","Group","Serinicoccus",20,20,3.759,1.495,0.159682109776435,0.0596246672527943,0.0108756626328288,0.0294870328076434,1.1170409768805,1.03012382244389,1.21129180477535
"Plantactinospora","Group","Plantactinospora",20,20,3.3005,1.57,0.13417105552942,0.0501132784280835,0.0108965360107361,0.029517801658454,1.09746205227321,1.02523101599767,1.17478201243032
"Candidatus Puniceispirillum","Group","Candidatus Puniceispirillum",20,20,0.3835,0.2185,-0.069765765261067,0.0260825682970916,0.0109662992445242,0.0296808396146556,0.952792680095174,0.919621691409186,0.987160154793493
"Kineothrix","Group","Kineothrix",20,20,91.4755,53.349,0.160911369362947,0.060195498781124,0.0110118623176428,0.0297781512411651,1.11799316597875,1.03020267536081,1.21326487405736
"Chelativorans","Group","Chelativorans",20,20,3.771,1.4815,0.17145613110535,0.0641705667815937,0.0110467417195595,0.0298464277148341,1.12619459428339,1.03217086981882,1.22878323858894
"Geotalea","Group","Geotalea",20,20,3.393,1.7205,0.0937334854171103,0.0350899689196463,0.0110646518307414,0.0298687770239266,1.06712818515155,1.01744946943923,1.11923254937906
"Sideroxydans","Group","Sideroxydans",20,20,2.024,0.851,0.113363600836541,0.042492441919339,0.0111584821871957,0.0300958540453607,1.08174736072265,1.02106762219621,1.14603315881615
"Bracoviriform","Group","Bracoviriform",11,15,0.115,0.0175,-0.0974343784677344,0.0365284903448524,0.0111724334030318,0.0301072792313004,0.934693730117997,0.889440362598854,0.982249519876939
"Phaeodactylum","Group","Phaeodactylum",20,20,0.3095,0.1805,-0.077312325679046,0.0289994578564808,0.0112104659196038,0.0301755570005963,0.947821751199644,0.911205737915784,0.985909147260209
"Trichlorobacter","Group","Trichlorobacter",20,20,6.4555,3.258,0.147321385945101,0.0552645171921065,0.011217244809515,0.0301755570005963,1.10751127481371,1.02740352755379,1.19386510844471
"Methanohalobium","Group","Methanohalobium",20,19,0.285,0.125,-0.0747342885301156,0.0280431971508314,0.0112390993883739,0.030208125762854,0.949516984185022,0.914022157991979,0.986390204408734
"Thioflavicoccus","Group","Thioflavicoccus",20,20,2.118,0.69,0.135904543647737,0.0510320423766107,0.0112910738369357,0.0303215232414764,1.09878151396159,1.02518319897089,1.17766348164472
"Myxococcus","Group","Myxococcus",20,20,12.017,5.667,0.196788092046128,0.0739417341097887,0.0113398514027154,0.0304261467506624,1.14614382386128,1.03660215149581,1.26726117930567
"Ottowia","Group","Ottowia",20,20,6.537,2.7985,0.196358825000084,0.0738108322102879,0.0113708904695607,0.0304830359560281,1.14580284494992,1.03647807137475,1.26665888623575
"Conchiformibius","Group","Conchiformibius",20,18,0.379,0.2075,-0.0608505672424508,0.0228962198549059,0.011445688941821,0.0306530801188603,0.958698734305546,0.929336413320058,0.988988755832299
"Chelatococcus","Group","Chelatococcus",20,20,3.6195,1.3485,0.181669552955569,0.0683643174612419,0.0114541035100485,0.0306530801188603,1.13419566943639,1.03359822007636,1.24458400912612
"Salinisphaera","Group","Salinisphaera",20,20,0.3325,0.18,-0.0748640448424248,0.0281801930374736,0.011475666990239,0.0306842899074639,0.949431588256959,0.91376986921749,0.986485078077772
"Thiorhodovibrio","Group","Thiorhodovibrio",20,20,2.311,1.1455,0.0858446232446242,0.0323350207257132,0.011526379758899,0.0307933197179551,1.0613089009297,1.01569551959888,1.10897071165327
"Thermotoga","Group","Thermotoga",20,20,3.524,1.8335,0.113691406419447,0.0428636119221209,0.0115969559541739,0.0309551821722524,1.08199318059665,1.02078478240511,1.14687176282087
"Aliiglaciecola","Group","Aliiglaciecola",19,20,0.2,0.0625,-0.078099257216118,0.0294538361226658,0.0116205806525847,0.0309915485734596,0.947304893913613,0.910146837011673,0.985979982064336
"Poriferisphaera","Group","Poriferisphaera",20,20,0.428,0.3635,-0.105276395059769,0.0397096491393874,0.011632966164008,0.0309979038196568,0.929626825360898,0.88080385767302,0.981156050694093
"Spirobacillus","Group","Spirobacillus",20,20,0.4015,0.329,-0.0979272060627838,0.0371045428819876,0.0119832544717301,0.0319038707971578,0.934374491345594,0.888441007697162,0.982682792119531
"Vallitalea","Group","Vallitalea",20,20,14.0095,7.7765,0.154396792444331,0.0585288906554474,0.012020978174015,0.0319768337864999,1.11295618102517,1.02788592781317,1.20506704816691
"Spiribacter","Group","Spiribacter",20,20,3.5895,1.7385,0.118006628954163,0.0448442851891047,0.012215959738498,0.0324676322723888,1.08523435834955,1.02109127215975,1.15340679589916
"Ethanoligenens","Group","Ethanoligenens",20,20,41.836,22.448,0.222195160696456,0.0845445899494985,0.0123173462047313,0.032709045320019,1.16650715847256,1.03993096862362,1.30848969001154
"Aurantimicrobium","Group","Aurantimicrobium",20,20,0.504,0.4055,-0.0993839979076983,0.037849318352652,0.0123896290425397,0.0328728256873548,0.933431463133101,0.88664674992719,0.982684813809278
"Pseudoclavibacter","Group","Pseudoclavibacter",20,18,0.3,0.103,-0.0598498730720204,0.0227969446796768,0.012402961395244,0.032880049070882,0.959363945597934,0.930106688014108,0.989541513864779
"Gilvibacter","Group","Gilvibacter",20,20,0.4015,0.4205,-0.116763192309157,0.0445859216962485,0.0126044941923384,0.0333857500017579,0.922254486723115,0.868049007954592,0.979844836508827
"Panacibacter","Group","Panacibacter",20,20,0.682,0.782,-0.133105123649856,0.0508766331192643,0.012685891012662,0.0335559622336014,0.911866718871331,0.850967934429613,0.977123672165751
"Aminipila","Group","Aminipila",20,20,32.911,15.207,0.178188949477624,0.0681127288462145,0.0126904123064798,0.0335559622336014,1.13146264057541,1.03146009031097,1.24116067993664
"Mariniblastus","Group","Mariniblastus",20,20,0.2925,0.1715,-0.0758039007049698,0.0289887838359257,0.0127265413632555,0.0336228062103401,0.948813274459133,0.912172184562923,0.986926202119641
"Candidatus Xiphinematobacter","Group","Candidatus Xiphinematobacter",18,18,0.191,0.0625,-0.0752701418378077,0.0287900070433965,0.0127418157602921,0.0336344864064269,0.949164375128323,0.912756184740767,0.987024822262486
"Dichelobacter","Group","Dichelobacter",20,20,1.111,0.3315,0.08459411070923,0.0323670879622043,0.0127692293904708,0.0336710707267554,1.06038936837404,1.01477129708199,1.10805815634915
"Ignatzschineria","Group","Ignatzschineria",20,20,0.554,0.4245,-0.0831011821407427,0.0317990202763651,0.0127774053483912,0.0336710707267554,0.944026208385252,0.904111580409406,0.985702983380306
"Flexistipes","Group","Flexistipes",20,20,0.315,0.171,-0.0759275539031317,0.0290614898782837,0.0127986867461349,0.0336984963689653,0.948731955285808,0.912003917084809,0.986939097649435
"Pollutimonas","Group","Pollutimonas",20,20,3.6255,1.626,0.178155158086267,0.0682215719930306,0.0128377067948798,0.0337479681316787,1.13143613930657,1.03128342326491,1.24131515008373
"Methanogenium","Group","Methanogenium",20,20,0.434,0.4115,-0.103352372321459,0.0395778223582077,0.0128392560268632,0.0337479681316787,0.930867431526006,0.882137281436373,0.982289484086751
"Natrononativus","Group","Natrononativus",18,16,0.201,0.044,-0.0654068911205294,0.0250521255232181,0.0128563580022593,0.0337642825838997,0.955675745158456,0.923696587188101,0.988762048655467
"Thermogutta","Group","Thermogutta",20,20,0.3005,0.1495,-0.078341347624039,0.0300570309140994,0.012997064763003,0.0341049142256955,0.947145945430944,0.909248705473793,0.986622732092669
"Pannonibacter","Group","Pannonibacter",20,20,5.995,3.2745,0.164901375033355,0.0633138923913636,0.0130587194323121,0.0342377085623818,1.12108943592158,1.02868847436301,1.22179022576609
"Arawnvirus","Group","Arawnvirus",6,5,0.119,0.19,-0.129178259051836,0.0496078379961452,0.0130753692343422,0.0342523831422034,0.914352105393944,0.854759453289417,0.978099475145856
"Pimelobacter","Group","Pimelobacter",20,20,2.577,0.9535,0.137344961070339,0.0529034448048267,0.0133306588285505,0.0348649379156362,1.09987910864181,1.02360153023617,1.18184080219925
"Tissierella","Group","Tissierella",20,20,5.8585,2.8805,0.157114926729945,0.060521535037617,0.0133348331152214,0.0348649379156362,1.11505504174427,1.02704024691218,1.21061248559388
"Sediminicoccus","Group","Sediminicoccus",20,20,2.467,1.242,0.0918005277282488,0.0353654367731964,0.0133429546201822,0.0348649379156362,1.06569937840292,1.01570698757256,1.11815235990709
"Piorkowskivirus","Group","Piorkowskivirus",11,11,0.0505,0.49,-0.182239049941939,0.07027119228689,0.0134220930910715,0.0350421790136737,0.881334111571714,0.801086209696286,0.969620755941349
"Frondihabitans","Group","Frondihabitans",20,20,4.004,1.4885,0.180129432722382,0.0695122335243287,0.0134894347725439,0.0351883487879744,1.13298552758269,1.03088646673344,1.24519648587426
"Salinigranum","Group","Salinigranum",20,20,1.5685,0.6635,0.100268713146132,0.03871385582584,0.013533936663468,0.0352524476989746,1.07197310725236,1.01704925930437,1.12986301514858
"Candidatus Cardinium","Group","Candidatus Cardinium",20,20,0.6715,0.754,-0.154430287310707,0.0596276474898474,0.0135367579095772,0.0352524476989746,0.898487110675118,0.828572316144314,0.974301303965744
"Oscillatoria","Group","Oscillatoria",20,20,0.55,0.3885,-0.0777732975549171,0.0300402682799441,0.0135681795871121,0.0352815439440948,0.947518950286636,0.909627500525532,0.986988806553886
"Halothiobacillus","Group","Halothiobacillus",20,20,0.594,0.391,-0.0684370442012022,0.0264375001382566,0.0135792928024213,0.0352815439440948,0.953670605667383,0.920025309997688,0.988546308705659
"Aedoeadaptatus","Group","Aedoeadaptatus",20,20,4.04,2.076,0.118840086339932,0.0459098769834857,0.0135820851646677,0.0352815439440948,1.08586148874349,1.02020333888242,1.15574525959489
"Tistrella","Group","Tistrella",20,20,4.195,1.483,0.198216229321868,0.0766438780977928,0.0136609129883811,0.0354565907462254,1.14727896407186,1.03382660023845,1.27318161585144
"Maricaulis","Group","Maricaulis",20,20,2.857,1.01,0.15602575755893,0.0604061712671558,0.0137705729084563,0.0357113016261976,1.11421354356451,1.02642602954153,1.20950929237161
"Acidianus","Group","Acidianus",20,20,0.7595,0.5545,-0.0880016369709036,0.0341176680604491,0.0138924071015412,0.0359971317789934,0.94082503999498,0.898211895433252,0.985459845702226
"Candidatus Promineifilum","Group","Candidatus Promineifilum",20,20,2.7595,1.0355,0.152276634192001,0.0591205646519107,0.0140177371801338,0.0362915351054591,1.11132180219277,1.02555177452553,1.20426503927641
"Wolbachia","Group","Wolbachia",20,20,4.816,2.3925,0.137221667695245,0.0533237560058613,0.0140979957528359,0.0364688554574611,1.09978511648874,1.02292977477588,1.18241479745289
"Thermobaculum","Group","Thermobaculum",20,20,0.4345,0.2625,-0.071675744580609,0.0278771181006782,0.0141754943197654,0.03661264581694,0.951532115546523,0.916168651346236,0.988260584539768
"Coxiella","Group","Coxiella",19,20,0.3895,0.4735,-0.125329920744967,0.04874597605717,0.0141772103841007,0.03661264581694,0.9167943633636,0.858046635274225,0.979564361821251
"Romboutsia","Group","Romboutsia",20,20,300.2995,74.6885,0.552922252811379,0.215307018324437,0.0142824217209637,0.0368536427254509,1.46705428212292,1.0949921270135,1.96553766333029
"Oricola","Group","Oricola",20,20,0.4825,0.272,-0.0602869115641673,0.0234802652392875,0.0143001853378057,0.0368687806671047,0.959073367575396,0.928962180511031,0.990160572399629
"Halopseudomonas","Group","Halopseudomonas",20,20,9.9515,5.5355,0.128484249047276,0.0500670011594517,0.0143461440819895,0.0369565257772945,1.09314459792045,1.02126192665973,1.17008681198081
"Luteitalea","Group","Luteitalea",20,20,3.4945,1.492,0.153595542508098,0.0598620099668193,0.0143608830791817,0.0369637679920132,1.11233823443489,1.02545629328123,1.20658126132969
"Rhodospirillum","Group","Rhodospirillum",20,20,2.3155,0.993,0.116865233377689,0.0455689459750052,0.0144047501985736,0.0370197336975545,1.0843761091732,1.01927977365856,1.15362982424834
"Phenylobacterium","Group","Phenylobacterium",20,20,4.3325,1.7075,0.148429681992935,0.0578779180586087,0.0144065178571315,0.0370197336975545,1.10836240545877,1.0245489846457,1.19903219879641
"Neptunomonas","Group","Neptunomonas",20,20,1.4475,0.578,0.0890250141573237,0.0347641447078448,0.014537575907031,0.0373255573619627,1.06365111484031,1.01458327992538,1.11509199538972
"Sphaerochaeta","Group","Sphaerochaeta",20,20,23.0135,13.9385,0.129827040999657,0.0507100313802609,0.014560485152091,0.0373534300383527,1.09416251858218,1.02132029535664,1.17219996754499
"Gulosibacter","Group","Gulosibacter",20,20,3.5885,1.104,0.188781749786773,0.0737649676980224,0.0145943945204442,0.0374094529519079,1.13980083112777,1.03111297593023,1.25994528724414
"Baekduia","Group","Baekduia",20,20,2.9055,0.9975,0.166321098507201,0.0651262027501871,0.0147884203395089,0.037847570316126,1.1221932176268,1.02716912351339,1.22600805345487
"Coccidioides","Group","Coccidioides",20,20,0.382,0.258,-0.0806545125749858,0.0315855487155847,0.0147993261781777,0.037847570316126,0.945628542742215,0.905908855759651,0.987089744363876
"Thermocaproicibacter","Group","Thermocaproicibacter",20,20,21.9655,12.123,0.201563619583222,0.0789376640428582,0.014801953928088,0.037847570316126,1.14994401044178,1.03300396952533,1.2801221158507
"Thermobispora","Group","Thermobispora",20,20,0.394,0.1925,-0.0653097310899492,0.0256389760414609,0.0150264937063519,0.0383900280263682,0.955740108456816,0.923022598970089,0.989617324572838
"Afipia","Group","Afipia",20,20,3.6905,2.0375,0.112987183648541,0.0443843935345084,0.0150864040288145,0.0385113394442309,1.08146515611775,1.01818080457588,1.14868290449059
"Buchananella","Group","Buchananella",20,20,0.775,0.676,-0.107044976009012,0.0421312374636201,0.0152676171241666,0.0389418481216398,0.928487906250777,0.876835308123166,0.983183254674386
"Vitreoscilla","Group","Vitreoscilla",20,20,2.9735,1.2375,0.140899499511628,0.0554657068191916,0.0152844116480748,0.0389526247511379,1.10259235201291,1.02256086226586,1.18888756608922
"Ilyobacter","Group","Ilyobacter",20,20,5.7265,3.1705,0.11642913692922,0.0458577613837078,0.0153358707596392,0.0390467493994723,1.08404837455774,1.01857197221086,1.15373376692325
"Thermomonospora","Group","Thermomonospora",20,20,3.427,1.2255,0.164035754511981,0.0646157788006058,0.0153465442944683,0.0390467493994723,1.12041698130007,1.02625469918043,1.22321896600141
"Methanobacterium","Group","Methanobacterium",20,20,3.496,1.8245,0.110448866755183,0.0435350001054162,0.0154071720992989,0.0391688485116712,1.07956406981028,1.01756451520664,1.14534121759214
"Petroclostridium","Group","Petroclostridium",20,20,10.92,6.055,0.151851498576198,0.0598994441307021,0.0154787910767721,0.0393186668417349,1.11099436440502,1.02416530238744,1.20518482208137
"Altererythrobacter","Group","Altererythrobacter",20,20,3.043,1.3495,0.111316602788536,0.0439430122730923,0.0155506043736458,0.0394687329680003,1.08021358921291,1.01761250093291,1.14666574678524
"Alienimonas","Group","Alienimonas",20,20,1.8295,0.672,0.102852065339867,0.0406405981754411,0.0156428234558489,0.0396703026920423,1.07389434831872,1.01620853965847,1.134854733398
"Marixanthomonas","Group","Marixanthomonas",20,20,0.1925,0.065,-0.0752840643442886,0.0297615378857864,0.0156883409751391,0.0397532041553197,0.949155215407782,0.91154344386883,0.988318910080856
"Magnetococcus","Group","Magnetococcus",20,20,0.445,0.3355,-0.085820116762127,0.0339831934766433,0.0158494310530004,0.0401194316364973,0.94224875139322,0.899735482429783,0.986770808576364
"Parasphaerochaeta","Group","Parasphaerochaeta",20,20,1.8775,0.7395,0.110548184696164,0.0437792582816182,0.0158587621021972,0.0401194316364973,1.07963839166503,1.01729693142963,1.14580022876799
"Thermotomaculum","Group","Thermotomaculum",20,20,0.5935,0.5075,-0.0962031020551514,0.0381119346516005,0.0158935149075497,0.0401745535876808,0.935491790384898,0.888286829592372,0.985205297121358
"Denitrificimonas","Group","Denitrificimonas",20,18,0.245,0.0905,-0.0691166658586135,0.0274250613883498,0.0160494363519506,0.0405356179744865,0.953221458382484,0.918359047207311,0.989407303694492
"Jiella","Group","Jiella",20,20,2.056,0.693,0.12876397737562,0.0511253307378694,0.016112069778622,0.0406606712084281,1.09335657144839,1.01999234801049,1.17199760827723
"Candidatus Velamenicoccus","Group","Candidatus Velamenicoccus",20,20,1.1575,0.423,0.0754349128825835,0.0299740975458842,0.0161873973200633,0.0408175299388741,1.05367862860655,1.01163277374812,1.0974720088088
"Halorussus","Group","Halorussus",20,20,3.161,1.344,0.125401452639045,0.0498488393195426,0.0162280683933643,0.0408868162203545,1.09081122585752,1.01938408000278,1.16724319498254
